FID,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags,the_geom
aws_1day.6472.2020-11-26 00:00:00.0,6472,2020-11-26T00:00:00,986,6,11,2,86,0,1,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-27 00:00:00.0,6418,2020-11-27T00:00:00,1018,8,9,8,91,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-27 00:00:00.0,6472,2020-11-27T00:00:00,984,4,8,0,88,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-28 00:00:00.0,6418,2020-11-28T00:00:00,1018,7,10,4,90,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-28 00:00:00.0,6472,2020-11-28T00:00:00,984,8,12,2,69,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-29 00:00:00.0,6418,2020-11-29T00:00:00,1024,4,5,2,97,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-29 00:00:00.0,6472,2020-11-29T00:00:00,989,0,2,-2,99,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-11-30 00:00:00.0,6418,2020-11-30T00:00:00,1021,6,10,2,96,5,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-11-30 00:00:00.0,6472,2020-11-30T00:00:00,989,-1,3,-5,91,7,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-01 00:00:00.0,6418,2020-12-01T00:00:00,1018,9,10,8,82,6,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-01 00:00:00.0,6472,2020-12-01T00:00:00,982,5,7,1,99,11,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-02 00:00:00.0,6418,2020-12-02T00:00:00,1015,7,9,6,88,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-02 00:00:00.0,6472,2020-12-02T00:00:00,981,4,6,3,95,1,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-03 00:00:00.0,6418,2020-12-03T00:00:00,992,7,7,6,91,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-03 00:00:00.0,6472,2020-12-03T00:00:00,963,4,4,3,92,2,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-04 00:00:00.0,6418,2020-12-04T00:00:00,979,6,8,3,83,1,10,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-04 00:00:00.0,6472,2020-12-04T00:00:00,952,4,6,1,82,2,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-05 00:00:00.0,6418,2020-12-05T00:00:00,994,5,6,3,83,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-05 00:00:00.0,6472,2020-12-05T00:00:00,962,2,4,1,85,1,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-06 00:00:00.0,6418,2020-12-06T00:00:00,999,4,7,2,85,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-06 00:00:00.0,6472,2020-12-06T00:00:00,966,1,2,-1,94,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-07 00:00:00.0,6418,2020-12-07T00:00:00,997,3,5,1,95,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-07 00:00:00.0,6472,2020-12-07T00:00:00,965,1,3,-1,94,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-08 00:00:00.0,6418,2020-12-08T00:00:00,1003,3,6,1,93,0,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-08 00:00:00.0,6472,2020-12-08T00:00:00,969,1,2,0,93,1,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-09 00:00:00.0,6418,2020-12-09T00:00:00,1006,3,5,1,98,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-09 00:00:00.0,6472,2020-12-09T00:00:00,975,0,2,-1,94,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-10 00:00:00.0,6418,2020-12-10T00:00:00,1002,4,6,3,88,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-10 00:00:00.0,6472,2020-12-10T00:00:00,971,1,2,-1,87,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-11 00:00:00.0,6418,2020-12-11T00:00:00,988,6,8,3,94,1,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-11 00:00:00.0,6472,2020-12-11T00:00:00,959,3,6,0,90,5,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-12 00:00:00.0,6418,2020-12-12T00:00:00,996,8,9,6,96,4,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-12 00:00:00.0,6472,2020-12-12T00:00:00,965,6,8,5,99,5,2,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-13 00:00:00.0,6418,2020-12-13T00:00:00,1005,7,9,5,90,0,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-13 00:00:00.0,6472,2020-12-13T00:00:00,976,5,6,4,92,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-14 00:00:00.0,6418,2020-12-14T00:00:00,1002,10,11,8,88,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-14 00:00:00.0,6472,2020-12-14T00:00:00,974,8,10,5,85,1,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-15 00:00:00.0,6418,2020-12-15T00:00:00,1007,10,11,8,88,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-15 00:00:00.0,6472,2020-12-15T00:00:00,977,8,9,6,95,8,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-16 00:00:00.0,6418,2020-12-16T00:00:00,1011,8,10,6,90,0,8,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-16 00:00:00.0,6472,2020-12-16T00:00:00,981,8,9,4,91,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-17 00:00:00.0,6418,2020-12-17T00:00:00,1015,9,10,8,89,1,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-17 00:00:00.0,6472,2020-12-17T00:00:00,985,8,9,5,86,3,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-18 00:00:00.0,6418,2020-12-18T00:00:00,1014,9,11,8,83,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-18 00:00:00.0,6472,2020-12-18T00:00:00,986,8,10,6,84,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-19 00:00:00.0,6418,2020-12-19T00:00:00,1009,10,11,8,85,0,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-19 00:00:00.0,6472,2020-12-19T00:00:00,981,9,11,6,84,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-20 00:00:00.0,6418,2020-12-20T00:00:00,1014,9,10,7,85,3,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-20 00:00:00.0,6472,2020-12-20T00:00:00,984,8,10,5,85,0,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-21 00:00:00.0,6418,2020-12-21T00:00:00,1009,9,13,7,91,1,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-21 00:00:00.0,6472,2020-12-21T00:00:00,982,7,11,5,89,6,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-22 00:00:00.0,6418,2020-12-22T00:00:00,1010,11,14,10,92,1,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-22 00:00:00.0,6472,2020-12-22T00:00:00,981,12,13,10,95,22,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-23 00:00:00.0,6418,2020-12-23T00:00:00,1006,11,13,9,90,7,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-23 00:00:00.0,6472,2020-12-23T00:00:00,977,10,11,7,94,19,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-24 00:00:00.0,6418,2020-12-24T00:00:00,1013,7,9,6,84,6,12,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-24 00:00:00.0,6472,2020-12-24T00:00:00,978,4,7,2,93,7,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-25 00:00:00.0,6418,2020-12-25T00:00:00,1025,6,7,5,80,4,7,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-25 00:00:00.0,6472,2020-12-25T00:00:00,989,2,4,1,90,0,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-26 00:00:00.0,6418,2020-12-26T00:00:00,1016,6,7,3,85,2,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-26 00:00:00.0,6472,2020-12-26T00:00:00,987,2,3,0,92,0,6,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-27 00:00:00.0,6418,2020-12-27T00:00:00,979,6,8,4,88,6,11,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-27 00:00:00.0,6472,2020-12-27T00:00:00,954,2,3,1,92,16,9,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-28 00:00:00.0,6418,2020-12-28T00:00:00,974,5,6,3,88,0,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-28 00:00:00.0,6472,2020-12-28T00:00:00,944,2,3,1,93,4,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-29 00:00:00.0,6418,2020-12-29T00:00:00,987,5,6,4,82,4,4,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-29 00:00:00.0,6472,2020-12-29T00:00:00,956,2,3,1,94,2,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
aws_1day.6418.2020-12-30 00:00:00.0,6418,2020-12-30T00:00:00,1000,5,7,4,82,2,5,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (3.201846 51.347375)
aws_1day.6472.2020-12-30 00:00:00.0,6472,2020-12-30T00:00:00,968,2,3,1,96,1,3,"{""pres_flag"":0  
            ,   ""temp_flag"": 0
            ,    ""hum_flag"": 0
            ,    ""precip_flag"": 0
            ,    ""wSpeed_flag"": 0
              }",POINT (5.255236 50.193663)
